SL,Ticket No,Client Name,SCR ID,To Address,From Site ID:,To Site ID:,Capacity,Fault Type,Fault Raised By,System Fault Date & Time,Notification Date & Time,Root Cause(L-1),Root Cause(L-2),Root Cause(L-3),RestorationSystem Date,Restoration Date,TTOpenBy,TTClosedBy,Outage due to,Restoration Confirm by
124,20161223100134,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Rifatuzzaman,2016-12-23 10:21:58,2016-12-23 10:30:06,,Client End Problem,Client End Problem (Others),2016-12-24 15:41:04,2016-12-23 11:00:39,Hasibur,Shahed,Client End Problem,0 1977 881150 -
125,2016122199992,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,A. K. M. Touhidul Haque,2016-12-21 22:06:33,2016-12-21 22:20:43,Passive,OH,Core Bend - OF,2016-12-22 00:13:32,2016-12-22 00:00:12,Samad,A.bakar,F@H End Problem,Mr Shawon Alam
126,2016122199947,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Fluctuation-Link-Link,Sumaiya Mousumi,2016-12-21 15:11:17,2016-12-21 15:13:14,,Client End Problem,Client End Problem (Others),2016-12-21 16:21:15,2016-12-21 16:38:20,Hamidur,Samad,Client End Problem,Samiur Rahman
127,2016121999728,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Quality Issue-Bandwidth Problem-Bandwidth problem,S.M.Rifatuzzaman,2016-12-19 22:11:53,2016-12-19 22:27:06,,Client End Problem,Client End Problem (Others),2016-12-21 23:32:25,2016-12-21 23:16:32,A.bakar,A.bakar,Client End Problem,mssd
128,2016121098370,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Samiur Rahman,2016-12-10 19:29:05,2016-12-10 19:26:45,,Client End Problem,Client End Problem (Others),2016-12-12 09:41:54,2016-12-12 09:21:40,Shaiduzzaman,Hamidur,Client End Problem,Sumayia
129,2016113096935,1 Asia Alliance Communication Limited,10849,"SPL WESTERN TOWER,, 186 TEJGAON C/A, DHAKA","-ALLIANCE BUILDING,63 PRAGATI SHARANI,DHAKA","-SPL WESTERN TOWER,, 186 TEJGAON C/A, DHAKA",,Down-Link-Link,Tauhid,2016-11-30 10:28:11,2016-11-30 10:41:15,,Client End Problem,Client End Problem (Others),2016-11-30 11:01:18,2016-11-30 11:38:00,Wahidul.ahad,Wahidul.ahad,Client End Problem,A. K. M. Touhidu
130,2016112996829,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Sumaiya Mousumi,2016-11-29 15:06:47,2016-11-29 15:19:54,,Core Break,Core Break (LDP/BDB),2016-11-29 22:40:35,2016-11-29 21:43:39,Wahidul.ahad,Amitabh,F@H End Problem,Samiur Rahman
131,2016112696391,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Shawon Alam,2016-11-26 22:05:38,2016-11-26 22:19:33,,Client End Problem,Client End Problem (Others),2016-11-27 05:48:30,2016-11-27 05:10:48,Shad.uddin,Khalid,Client End Problem,Shawon Alam
132,2016112696371,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,880 1977 881150,2016-11-26 15:55:20,2016-11-26 15:50:00,,Core Break,Core Break (LDP/BDB),2016-11-26 23:11:21,2016-11-26 23:00:10,Bashir Ahmed,Khalid,F@H End Problem,Mr Shawon
133,2016112395634,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,Samiur Rahman,2016-11-23 05:48:27,2016-11-23 06:01:39,,U/G Fiber Cut,U/G Fiber Cut,2016-11-23 14:59:52,2016-11-23 14:25:59,Shad.uddin,Shahed,F@H End Problem,Sumaiya Mousumi
134,2016112095157,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Sumaiya Mousumi,2016-11-20 12:04:41,2016-11-20 11:58:42,Passive,Faulty,Patch Cord Cut - LDP/BDB,2016-11-20 19:03:20,2016-11-20 18:43:02,Shaiduzzaman,Shahed,F@H End Problem,Nazim
135,2016111394109,1 Asia Alliance Communication Limited,10849,"SPL WESTERN TOWER,, 186 TEJGAON C/A, DHAKA","-ALLIANCE BUILDING,63 PRAGATI SHARANI,DHAKA","-SPL WESTERN TOWER,, 186 TEJGAON C/A, DHAKA",,Down-Link-Link,A. K. M. Touhidul Haque,2016-11-13 11:02:08,2016-11-13 11:15:13,,Client End Problem,Client End Problem (Others),2016-11-13 14:24:12,2016-11-13 14:00:23,Shahed,Shahed,Client End Problem,A. K. M. Touhidu
136,2016111093749,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Shuvo Voumick,2016-11-10 01:24:54,2016-11-10 01:37:33,,Client End Problem,Client End Problem (Others),2016-11-10 02:22:19,2016-11-10 02:45:21,A.bakar,A.bakar,Client End Problem,Nazim Uddin Ahme
137,2016101689710,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Nazim Uddin Ahmed,2016-10-16 10:13:40,2016-10-16 09:49:37,Passive,Faulty,Fiber Adapter Problem - CO,2016-10-17 08:56:54,2016-10-16 10:36:00,Shaiduzzaman,Shamim,F@H End Problem,Ms.Sumaiya
138,2016101589526,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Shuvo Voumick,2016-10-15 02:12:13,2016-10-15 02:15:24,,Client End Problem,Client End Problem (Others),2016-10-15 11:54:10,2016-10-15 02:47:53,Shad.uddin,Khalid,Client End Problem,Ms Sumaia
139,2016101589521,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Fluctuation-Link-Link,Partha Pratim Das,2016-10-15 01:02:38,2016-10-15 12:41:29,Passive,OH,Core Bend - OF,2016-10-16 00:47:06,2016-10-16 00:21:45,Shad.uddin,Khalid,F@H End Problem,Mr Rifat
140,2016101389383,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Fluctuation-Link-Link,Shuvo Voumick,2016-10-13 17:06:00,2016-10-13 17:01:05,,Client End Problem,Client End Problem (Others),2016-10-14 20:27:47,2016-10-14 20:01:27,Amitabh,Khalid,Client End Problem,Shawon Alam
141,2016100988885,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,A. K. M. Touhidul Haque,2016-10-09 16:34:09,2016-10-09 16:04:44,,Client End Problem,Client End Problem (Others),2016-10-09 18:54:26,2016-10-09 18:51:52,Wahidul.ahad,Wahidul.ahad,Client End Problem,A. K. M. Touhidu
142,2016100287738,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Partha Pratim Das,2016-10-02 22:53:09,2016-10-02 22:55:41,,Client End Problem,Client End Problem (Others),2016-10-03 07:35:43,2016-10-02 23:32:29,Rabby,Shaiduzzaman,Client End Problem,Partha Pratim Da
143,2016092887064,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Shawon Alam,2016-09-28 18:32:36,2016-09-28 18:35:06,,Client End Problem,Client End Problem (Others),2016-09-29 09:45:07,2016-09-29 09:03:44,A.bakar,Hasan,Client End Problem,
144,2016092185735,1 Asia Alliance Communication Limited,14977,"Borak Tower,10th Floor, Poribag, Common POI","-FHL ITC ODF, Gulshan 01","-Borak Tower,10th Floor, Poribag, Common POI",,Down-Link-Link,1 Asia,2016-09-21 03:17:48,2016-09-21 00:00:00,,U/G Fiber Cut,U/G Fiber Cut,2016-09-21 07:23:56,2016-09-21 05:40:00,Ashraful,Ashraful,F@H End Problem,Mr.Nazim
145,2016092085632,1 Asia Alliance Communication Limited,18412,"1Asia BS, Alliance Building, Shahjadpur.","-House-6, Road-137, Gulshan-1","-1Asia BS, Alliance Building, Shahjadpur.",,Down-Link-Link,Md. Selinur Rahman,2016-09-20 13:56:17,2016-09-20 13:56:33,,Client End Problem,Client End Problem (Others),2016-09-22 10:07:40,2016-09-22 09:50:06,Shahed,Shahed,Client End Problem,Sumaiya
146,2016091785128,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Partha Pratim Das,2016-09-17 19:06:13,2016-09-17 18:33:37,,Client End Problem,Client End Problem (Others),2016-09-17 19:55:19,2016-09-17 19:36:49,Rabby,Rabby,Client End Problem,Partha Pratim Da
147,2016091484806,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Shuvo Voumick,2016-09-14 10:31:27,2016-09-14 10:24:01,,Client End Problem,Client End Problem (Others),2016-09-14 10:55:18,2016-09-14 10:53:54,T.ahmed,T.ahmed,Client End Problem,Shuvo Voumick
148,2016091084469,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Md. Selinur Rahman,2016-09-10 13:16:34,2016-09-10 13:04:58,,Client End Problem,Client End Problem (Fiber Cut),2016-09-11 16:20:59,2016-09-11 15:11:20,Chhanda,Rabby,Client End Problem,Md. Selinur Rahm
149,2016090884168,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,01977881150;,2016-09-08 14:42:59,2016-09-08 14:44:08,,Client End Problem,Client End Problem (Others),2016-09-08 23:09:23,2016-09-08 23:53:08,A.momin,Bashir Ahmed,Client End Problem,1 asia noc
150,2016090783853,1 Asia Alliance Communication Limited,12548,"Coloasia,Borak Tower common POI","-1Asia HQ, Alliance Building progoti shoroni","-Coloasia,Borak Tower common POI",,Down-Link-Link,NOC,2016-09-07 03:42:12,2016-09-06 21:18:06,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:43:33,2016-09-07 11:45:00,T.ahmed,Ashraful,F@H End Problem,Mr.Rifat
151,2016090783852,1 Asia Alliance Communication Limited,14728,"Coloasia,Borak Tower",-1Asia HQ,"-Coloasia,Borak Tower",,Down-Link-Link,NOC,2016-09-07 03:41:49,2016-09-06 21:18:06,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:43:54,2016-09-07 11:45:00,T.ahmed,Ashraful,F@H End Problem,Mr.RIfat
152,2016090783851,1 Asia Alliance Communication Limited,11430,"Colo Asia Brock Tower COMMON POI Poribag,Dhaka","-The Alliance Bulding, 63 Progoti Sarani, baridhara","-Colo Asia Brock Tower COMMON POI Poribag,Dhaka",,Down-Link-Link,NOC,2016-09-07 03:40:40,2016-09-06 21:18:06,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:44:11,2016-09-07 11:45:00,T.ahmed,Ashraful,F@H End Problem,Mr.RIfat
153,2016090783850,1 Asia Alliance Communication Limited,12352,"COLO ASIA BROCK TOWER PORIBAG COMMON POI, DHAKA","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA","-COLO ASIA BROCK TOWER PORIBAG COMMON POI, DHAKA",,Down-Link-Link,NOC,2016-09-07 03:34:52,2016-09-06 21:18:14,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:44:30,2016-09-07 11:45:00,T.ahmed,Ashraful,F@H End Problem,Mr Rifat
154,2016090783848,1 Asia Alliance Communication Limited,9010,"Colo Asia Brock Tower Poribag, Dhaka","-Alliance Building, 63/A Pragati Sarani, Shahajadpur, Baridhara, Dhaka-1212","-Colo Asia Brock Tower Poribag, Dhaka",,Down-Link-Link,NOC,2016-09-07 03:33:39,2016-09-06 21:18:14,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:44:46,2016-09-07 11:45:00,T.ahmed,Ashraful,F@H End Problem,Mr Rifat
155,2016090683826,1 Asia Alliance Communication Limited,13225,"Grameen Bank Bhaban,Mirpur-2","-Alliance Building,63,Pragati Sharani.(Connected)","-Grameen Bank Bhaban,Mirpur-2",,Down-Link-Link,NOC,2016-09-06 22:58:56,2016-09-06 23:00:05,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:45:09,2016-09-07 11:45:00,Shahed,Ashraful,F@H End Problem,Mr Rifat
156,2016090683825,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,NOC,2016-09-06 22:55:44,2016-09-06 22:56:51,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:45:55,2016-09-07 11:45:00,Shahed,Ashraful,F@H End Problem,Mr RIfat
157,2016090683823,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,NOC,2016-09-06 22:53:37,2016-09-06 22:54:36,,Client End Problem,Client End Problem (Others),2016-09-08 17:01:42,2016-09-08 17:31:01,Shahed,A.bakar,Client End Problem,mssd
158,2016090683782,1 Asia Alliance Communication Limited,9010,"Colo Asia Brock Tower Poribag, Dhaka","-Alliance Building, 63/A Pragati Sarani, Shahajadpur, Baridhara, Dhaka-1212","-Colo Asia Brock Tower Poribag, Dhaka",,Down-Link-Link,NOC,2016-09-06 21:41:47,2016-09-06 21:42:48,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:46:14,2016-09-07 11:45:00,Shahed,Ashraful,F@H End Problem,Mr Rifat
159,2016090683779,1 Asia Alliance Communication Limited,14728,"Coloasia,Borak Tower",-1Asia HQ,"-Coloasia,Borak Tower",,Down-Link-Link,NOC,2016-09-06 21:40:06,2016-09-06 21:40:50,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:46:34,2016-09-07 11:45:00,Shahed,Ashraful,F@H End Problem,Mr Rifat
160,2016090683778,1 Asia Alliance Communication Limited,12548,"Coloasia,Borak Tower common POI","-1Asia HQ, Alliance Building progoti shoroni","-Coloasia,Borak Tower common POI",,Down-Link-Link,(NOC),2016-09-06 21:38:02,2016-09-06 21:39:02,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:46:49,2016-09-07 11:45:00,Shahed,Ashraful,F@H End Problem,Mr RIfat
161,2016090182784,1 Asia Alliance Communication Limited,9941,"63, Progati Sarani,Baridhara ( 1 Asia Office ), Dhaka.","-Mango Building Mohakhali, Dhaka","-63, Progati Sarani,Baridhara ( 1 Asia Office ), Dhaka.",,Down-Link-Link,Samiur Rahman,2016-09-01 19:44:24,2016-09-01 17:52:49,,U/G Fiber Bend,U/G Fiber Bend,2016-09-04 16:24:38,2016-09-04 05:00:15,Arman,Shahed,F@H End Problem,Nazim Uddin Ahme
162,2016082881953,1 Asia Alliance Communication Limited,17077,"Earth Telecommunication ODF, Khawja Tower ,9th Floor.","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1213 (Connected)","-Earth Telecommunication ODF, Khawja Tower ,9th Floor.",,Down-Link-Link,Nayan Chowdhury,2016-08-28 15:38:52,2016-08-28 15:36:41,,U/G Fiber Cut,U/G Fiber Cut,2016-09-07 12:47:19,2016-09-07 11:45:00,Samad,Ashraful,F@H End Problem,Mr Rifat
163,2016082881923,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,S.M.Rifatuzzaman,2016-08-28 13:28:59,2016-08-28 13:28:46,,Client End Problem,Client End Problem (Others),2016-08-29 22:55:15,2016-08-28 14:58:00,Samad,Shamim,Client End Problem,S.M.Rifatuzzaman
164,2016082380970,1 Asia Alliance Communication Limited,13225,"Grameen Bank Bhaban,Mirpur-2","-Alliance Building,63,Pragati Sharani.(Connected)","-Grameen Bank Bhaban,Mirpur-2",,Down-Link-Link,Nazim Uddin Ahmed,2016-08-23 07:34:27,2016-08-23 07:25:36,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2016-08-23 12:50:11,2016-08-23 12:00:49,T.ahmed,Faysal,Client End Problem,MSSD
165,2016081779970,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,S.M.Rifatuzzaman,2016-08-17 14:27:13,2016-08-17 14:26:35,,Client End Problem,Client End Problem (Others),2016-08-18 09:16:13,2016-08-18 09:52:13,Khalid,Khalid,Client End Problem,Samiur Rahman
166,2016081379140,1 Asia Alliance Communication Limited,13225,"Grameen Bank Bhaban,Mirpur-2","-Alliance Building,63,Pragati Sharani.(Connected)","-Grameen Bank Bhaban,Mirpur-2",,Down-Link-Link,Zaheed Hossain,2016-08-13 11:32:15,2016-08-13 11:27:41,,Client End Problem,Client End Problem (Others),2016-08-14 23:06:15,2016-08-14 23:50:05,Arman,A.bakar,Client End Problem,
167,2016081279045,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,Zaheed Hossain,2016-08-12 18:09:00,2016-08-12 18:11:32,,Core Break,Core Break (LDP/BDB),2016-08-13 23:52:13,2016-08-13 22:52:51,Rabby,Amitabh,F@H End Problem,Nazim Uddin Ahme
168,2016080177082,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,noc,2016-08-01 19:19:55,2016-08-01 19:21:40,,U/G Fiber Cut,U/G Fiber Cut,2016-08-02 00:29:33,2016-08-02 00:09:29,Shamim,Rabby,F@H End Problem,Md. Selinur Rahm
169,2016073176695,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Shamim,2016-07-31 10:00:03,2016-07-31 09:51:17,,Client End Problem,Client End Problem (Others),2016-07-31 11:04:02,2016-07-31 10:04:03,Shafath,Abdur,Client End Problem,Samiur Rahman
170,2016073076576,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Md. Selinur Rahman,2016-07-30 11:06:44,2016-07-30 11:08:12,,Client End Problem,Client End Problem (Others),2016-07-31 11:56:51,2016-07-31 11:22:56,Samad,Abdur,Client End Problem,Mr.Samiul
171,2016072976469,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,S.M.Rifatuzzaman,2016-07-29 11:47:25,2016-07-29 11:37:07,,Power Adapter Problem,Power Adapter Problem (Others),2016-08-01 09:44:41,2016-08-01 09:26:42,T.ahmed,Abdur,F@H End Problem,Zaheed Hossain
172,2016072676088,1 Asia Alliance Communication Limited,16324,"Mango building, Mohakhali.",-1 Asia HQ (Connected),"-Mango building, Mohakhali.",,Down-Link-Link,S.M.Rifatuzzaman,2016-07-26 22:27:19,2016-07-26 22:24:59,,Client End Problem,Client End Problem (Others),2016-07-26 23:01:45,2016-07-26 23:11:01,T.ahmed,Samad,Client End Problem,Rifatuzzaman
173,2016072676030,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,Md. Selinur Rahman,2016-07-26 14:20:29,2016-07-26 14:21:52,,Client End Problem,Client End Problem (Others),2016-07-26 23:36:35,2016-07-26 21:56:00,Jubair,Hasibur,Client End Problem,Rifatuzzaman
174,2016072375572,1 Asia Alliance Communication Limited,24758,"BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",-Mango Colocity (F@H ODF),"-BG Tel ODF. House No: 02, Road No: 113/A, Gulshan 2, Dhaka 1212,",,Down-Link-Link,noc,2016-07-23 23:51:24,2016-07-23 23:52:00,,Core Break,Core Break (LDP/BDB),2016-07-25 08:34:51,2016-07-25 07:32:34,Shamim,Jubair,F@H End Problem,Shaon
175,2016071974988,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Md. Selinur Rahman,2016-07-19 20:37:47,2016-07-19 20:38:28,,Client End Problem,Client End Problem (Others),2016-07-22 04:59:17,2016-07-22 04:05:59,A.bakar,A.bakar,Client End Problem,mssd
176,2016071874707,1 Asia Alliance Communication Limited,10921,"HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA CONNECTED","-HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212",,Down-Link-Link,Zaheed Hossain,2016-07-18 19:22:57,2016-07-18 19:23:39,,Client End Problem,Client End Problem (Others),2016-07-19 00:15:48,2016-07-19 00:06:14,A.bakar,Khalid,Client End Problem,Mr Samiur Rahman
177,2016071874706,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Zaheed Hossain,2016-07-18 19:21:08,2016-07-18 19:21:34,,Client End Problem,Client End Problem (Others),2016-07-22 04:46:37,2016-07-22 04:24:46,A.bakar,A.bakar,Client End Problem,mssd
178,2016071774489,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Samiur Rahman,2016-07-17 20:26:38,2016-07-17 20:24:57,,U/G Fiber Cut,U/G Fiber Cut,2016-07-18 13:02:06,2016-07-18 11:25:00,Samad,Amitabh,F@H End Problem,Sumaiya Mousumi
179,2016070872981,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Samiur Rahman,2016-07-08 16:51:51,2016-07-08 16:49:16,,Logical Problem,Logical Problem (Others),2016-07-08 17:25:24,2016-07-08 16:57:24,Chhanda,Rabby,F@H End Problem,mssd
180,2016070772882,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,8801977881150,2016-07-07 19:39:01,2016-07-07 19:39:03,,Core Break,Core Break (LDP/BDB),2016-07-08 17:31:59,2016-07-08 15:25:30,Shamim,Chhanda,F@H End Problem,Samiur Rahman
181,2016070772864,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Samiur Rahman,2016-07-07 12:19:13,2016-07-07 12:18:35,,Client End Problem,Client End Problem (Others),2016-07-07 13:35:03,2016-07-07 13:12:34,Chhanda,Chhanda,Client End Problem,Mr. Samiur
182,2016070672782,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,Samiur Rahman,2016-07-06 12:07:13,2016-07-06 11:55:13,,Client End Problem,Client End Problem (Others),2016-07-06 13:13:59,2016-07-06 13:20:11,Khalid,Khalid,Client End Problem,Samiur Rahman
183,2016070672781,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Samiur Rahman,2016-07-06 12:00:55,2016-07-06 12:00:34,Client,Wrong Complaint,Wrong Complaint,2016-07-06 12:05:29,2016-07-06 12:37:04,Khalid,Khalid,Client End Problem,
